# Synthetic JUMP activity-results packet

The data are synthetic but intentionally shaped like jx/JUMP metadata.

Join keys: compound_metadata.jcp_id -> activity_results.jcp_id; activity_results.qc_plate_id -> plate_qc.qc_plate_id.

## TABLE compound_metadata
jcp_id,compound_name,inchi_key_stub,primary_target,target_confidence,moa_note,structure_alerts
JCP2022_RND0291,BRD4,compound,5.0,0.212,0.535,6,0.562,-2.168,PLATE_010,PROF_D0291_BRD4_5p0
JCP2022_RND0864,BRD4,compound,0.5,0.1,0.49,8,0.8,-1.867,PLATE_004,PROF_D0864_BRD4_0p5
JCP2022_RND0120,BCL2,compound,0.5,0.565,0.45,6,0.739,0.178,PLATE_011,PROF_D0120_BCL2_0p5
JCP2022_RND0280,TOMM20,compound,0.5,0.366,0.334,7,0.419,-0.759,PLATE_013,PROF_D0280_TOMM20_0p5
JCP2022_RND0390,TP53,compound,5.0,0.568,0.152,4,0.56,-1.56,PLATE_011,PROF_D0390_TP53_5p0
JCP2022_RND0113,NDUFS2,compound,0.5,0.283,0.276,6,0.544,1.499,PLATE_012,PROF_D0113_NDUFS2_0p5
JCP2022_RND0372,NDUFS2,compound,5.0,0.55,0.644,4,0.664,-0.268,PLATE_010,PROF_D0372_NDUFS2_5p0
JCP2022_RND0447,TOMM20,compound,0.5,0.365,0.591,6,0.853,0.612,PLATE_011,PROF_D0447_TOMM20_0p5
JCP2022_RND0059,MAPK1,compound,5.0,0.573,0.446,8,0.747,-2.306,PLATE_015,PROF_D0059_MAPK1_5p0
JCP2022_RND0054,NDUFA9,compound,5.0,0.594,0.314,6,0.764,-1.56,PLATE_020,PROF_D0054_NDUFA9_5p0
JCP2022_RND0895,BRD4,compound,5.0,0.136,0.418,6,0.748,1.163,PLATE_014,PROF_D0895_BRD4_5p0
JCP2022_RND0039,BCL2,compound,5.0,0.361,0.203,8,0.489,-0.926,PLATE_023,PROF_D0039_BCL2_5p0
JCP2022_RND0403,TOMM20,compound,5.0,0.72,0.404,7,0.518,-0.315,PLATE_012,PROF_D0403_TOMM20_5p0
JCP2022_RND0630,UQCRC1,compound,0.5,0.439,0.506,7,0.413,1.443,PLATE_020,PROF_D0630_UQCRC1_0p5
JCP2022_RND0221,NDUFS2,compound,0.5,0.31,0.131,4,0.559,-0.226,PLATE_019,PROF_D0221_NDUFS2_0p5
JCP2022_RND0460,BCL2,compound,0.5,0.144,0.5,5,0.671,-0.423,PLATE_023,PROF_D0460_BCL2_0p5
JCP2022_RND0805,MAPK1,compound,5.0,0.641,0.264,5,0.673,1.925,PLATE_005,PROF_D0805_MAPK1_5p0
JCP2022_RND0471,TP53,compound,0.5,0.455,0.241,5,0.573,-0.442,PLATE_019,PROF_D0471_TP53_0p5
JCP2022_RND0472,PIK3CA,compound,5.0,0.211,0.084,4,0.573,-0.939,PLATE_005,PROF_D0472_PIK3CA_5p0
JCP2022_RND0179,NDUFS2,compound,0.5,0.57,0.045,8,0.651,-1.777,PLATE_003,PROF_D0179_NDUFS2_0p5
JCP2022_RND0351,MTOR,compound,0.5,0.58,0.523,4,0.595,0.042,PLATE_009,PROF_D0351_MTOR_0p5
JCP2022_RND0595,MAPK1,compound,5.0,0.662,0.373,5,0.414,2.279,PLATE_005,PROF_D0595_MAPK1_5p0
JCP2022_RND0363,MAPK1,compound,0.5,0.101,0.527,4,0.839,0.362,PLATE_021,PROF_D0363_MAPK1_0p5
JCP2022_RND0558,TP53,compound,5.0,0.694,0.267,8,0.424,0.183,PLATE_002,PROF_D0558_TP53_5p0
JCP2022_RND0291,MAPK1,compound,5.0,0.289,0.434,4,0.371,-1.952,PLATE_010,PROF_D0291_MAPK1_5p0
JCP2022_RND0729,MTOR,compound,5.0,0.675,0.312,7,0.782,-0.846,PLATE_004,PROF_D0729_MTOR_5p0
JCP2022_RND0317,TOMM20,compound,5.0,0.189,0.125,7,0.476,0.799,PLATE_019,PROF_D0317_TOMM20_5p0
JCP2022_RND0600,TP53,compound,0.5,0.093,0.534,4,0.706,1.749,PLATE_011,PROF_D0600_TP53_0p5
JCP2022_RND0822,BCL2,compound,5.0,0.15,0.614,7,0.581,-1.545,PLATE_010,PROF_D0822_BCL2_5p0
JCP2022_RND0258,TP53,compound,5.0,0.691,0.552,4,0.388,0.627,PLATE_003,PROF_D0258_TP53_5p0
JCP2022_RND0334,BCL2,compound,5.0,0.702,0.144,4,0.62,-1.595,PLATE_005,PROF_D0334_BCL2_5p0
JCP2022_RND0847,TOMM20,compound,5.0,0.181,0.059,7,0.835,-2.076,PLATE_005,PROF_D0847_TOMM20_5p0
JCP2022_RND0869,NDUFS2,compound,5.0,0.736,0.452,6,0.378,0.575,PLATE_023,PROF_D0869_NDUFS2_5p0
JCP2022_RND0094,UQCRC1,compound,0.5,0.673,0.429,8,0.478,-0.224,PLATE_019,PROF_D0094_UQCRC1_0p5
JCP2022_RND0545,MAPK1,compound,0.5,0.236,0.467,4,0.418,-0.58,PLATE_006,PROF_D0545_MAPK1_0p5
JCP2022_RND0721,MTOR,compound,5.0,0.623,0.637,8,0.505,1.417,PLATE_002,PROF_D0721_MTOR_5p0
JCP2022_RND0700,UQCRC1,compound,5.0,0.339,0.324,8,0.518,-1.51,PLATE_008,PROF_D0700_UQCRC1_5p0
JCP2022_RND0045,UQCRC1,compound,0.5,0.593,0.507,8,0.676,1.607,PLATE_019,PROF_D0045_UQCRC1_0p5
JCP2022_RND0612,PIK3CA,compound,0.5,0.407,0.416,6,0.454,0.315,PLATE_003,PROF_D0612_PIK3CA_0p5
JCP2022_RND0486,BCL2,compound,5.0,0.654,0.057,5,0.49,-0.367,PLATE_005,PROF_D0486_BCL2_5p0
JCP2022_RND0161,HDAC1,compound,0.5,0.577,0.628,7,0.465,0.63,PLATE_016,PROF_D0161_HDAC1_0p5
JCP2022_RND0666,MAPK1,compound,0.5,0.446,0.121,6,0.389,0.378,PLATE_004,PROF_D0666_MAPK1_0p5
JCP2022_RND0594,TOMM20,compound,5.0,0.185,0.649,8,0.439,-1.935,PLATE_020,PROF_D0594_TOMM20_5p0
JCP2022_RND0590,PIK3CA,compound,5.0,0.447,0.503,5,0.587,-0.063,PLATE_015,PROF_D0590_PIK3CA_5p0
JCP2022_RND0612,PIK3CA,compound,5.0,0.091,0.344,7,0.647,0.976,PLATE_003,PROF_D0612_PIK3CA_5p0
JCP2022_RND0453,UQCRC1,compound,5.0,0.379,0.381,7,0.439,0.521,PLATE_019,PROF_D0453_UQCRC1_5p0
JCP2022_RND0115,PIK3CA,compound,5.0,0.335,0.505,5,0.785,0.209,PLATE_017,PROF_D0115_PIK3CA_5p0
JCP2022_RND0620,MTOR,compound,0.5,0.257,0.634,4,0.679,2.227,PLATE_014,PROF_D0620_MTOR_0p5
JCP2022_RND0765,BRD4,compound,0.5,0.59,0.107,8,0.563,-1.238,PLATE_019,PROF_D0765_BRD4_0p5
JCP2022_RND0104,MAPK1,compound,5.0,0.199,0.203,5,0.832,-2.377,PLATE_022,PROF_D0104_MAPK1_5p0
JCP2022_RND0685,TOMM20,compound,0.5,0.644,0.141,5,0.465,1.328,PLATE_005,PROF_D0685_TOMM20_0p5
JCP2022_RND0682,PIK3CA,compound,0.5,0.684,0.436,4,0.662,-1.536,PLATE_008,PROF_D0682_PIK3CA_0p5
JCP2022_RND0106,ATP5F1A,compound,5.0,0.113,0.424,4,0.614,-0.589,PLATE_004,PROF_D0106_ATP5F1A_5p0
JCP2022_RND0510,NDUFA9,compound,0.5,0.29,0.092,4,0.699,-1.313,PLATE_014,PROF_D0510_NDUFA9_0p5
JCP2022_RND0081,MTOR,compound,0.5,0.266,0.25,6,0.459,1.704,PLATE_009,PROF_D0081_MTOR_0p5
JCP2022_RND0495,NDUFA9,compound,5.0,0.539,0.049,7,0.615,1.186,PLATE_009,PROF_D0495_NDUFA9_5p0
JCP2022_RND0515,TOMM20,compound,5.0,0.606,0.564,6,0.674,-1.536,PLATE_004,PROF_D0515_TOMM20_5p0
JCP2022_RND0610,HDAC1,compound,5.0,0.422,0.261,5,0.9,-0.598,PLATE_011,PROF_D0610_HDAC1_5p0
JCP2022_RND0650,TOMM20,compound,0.5,0.343,0.266,5,0.837,-0.349,PLATE_022,PROF_D0650_TOMM20_0p5
JCP2022_RND0133,BRD4,compound,5.0,0.205,0.378,8,0.488,-0.851,PLATE_021,PROF_D0133_BRD4_5p0
JCP2022_RND0631,BRD4,compound,5.0,0.361,0.437,4,0.713,0.514,PLATE_022,PROF_D0631_BRD4_5p0
JCP2022_RND0623,ATP5F1A,compound,0.5,0.562,0.05,5,0.778,-1.34,PLATE_013,PROF_D0623_ATP5F1A_0p5
JCP2022_RND0376,MTOR,compound,5.0,0.096,0.101,7,0.667,-2.245,PLATE_002,PROF_D0376_MTOR_5p0
JCP2022_RND0073,PIK3CA,compound,0.5,0.681,0.229,4,0.758,1.156,PLATE_023,PROF_D0073_PIK3CA_0p5
JCP2022_RND0617,HDAC1,compound,0.5,0.191,0.158,5,0.887,1.291,PLATE_002,PROF_D0617_HDAC1_0p5
JCP2022_RND0311,TOMM20,compound,0.5,0.494,0.101,8,0.45,-0.086,PLATE_006,PROF_D0311_TOMM20_0p5
JCP2022_RND0885,NDUFS2,compound,0.5,0.36,0.078,4,0.638,-0.324,PLATE_008,PROF_D0885_NDUFS2_0p5
JCP2022_RND0741,NDUFS2,compound,0.5,0.651,0.279,8,0.478,1.249,PLATE_011,PROF_D0741_NDUFS2_0p5
JCP2022_RND0607,MAPK1,compound,0.5,0.154,0.058,7,0.428,-0.037,PLATE_004,PROF_D0607_MAPK1_0p5
JCP2022_RND0433,TOMM20,compound,5.0,0.12,0.637,6,0.413,-1.084,PLATE_010,PROF_D0433_TOMM20_5p0
JCP2022_RND0059,HDAC1,compound,0.5,0.128,0.491,7,0.876,1.587,PLATE_015,PROF_D0059_HDAC1_0p5
JCP2022_RND0116,NDUFS2,compound,5.0,0.663,0.282,7,0.68,-2.033,PLATE_024,PROF_D0116_NDUFS2_5p0
JCP2022_RND0628,MAPK1,compound,0.5,0.308,0.219,6,0.401,-1.585,PLATE_012,PROF_D0628_MAPK1_0p5
JCP2022_RND0563,ATP5F1A,compound,5.0,0.516,0.099,6,0.375,2.318,PLATE_011,PROF_D0563_ATP5F1A_5p0
JCP2022_RND0212,MAPK1,compound,5.0,0.261,0.59,5,0.809,-0.269,PLATE_015,PROF_D0212_MAPK1_5p0
JCP2022_RND0756,NDUFA9,compound,0.5,0.668,0.061,5,0.805,-1.112,PLATE_004,PROF_D0756_NDUFA9_0p5
JCP2022_RND0835,MAPK1,compound,0.5,0.571,0.279,6,0.388,1.994,PLATE_021,PROF_D0835_MAPK1_0p5
JCP2022_RND0397,UQCRC1,compound,0.5,0.132,0.195,6,0.523,0.769,PLATE_014,PROF_D0397_UQCRC1_0p5
JCP2022_RND0069,HDAC1,compound,0.5,0.283,0.359,8,0.359,2.293,PLATE_016,PROF_D0069_HDAC1_0p5
JCP2022_RND0666,NDUFA9,compound,5.0,0.605,0.287,5,0.568,1.692,PLATE_004,PROF_D0666_NDUFA9_5p0
JCP2022_RND0329,MAPK1,compound,5.0,0.692,0.643,4,0.447,-2.072,PLATE_015,PROF_D0329_MAPK1_5p0
JCP2022_RND0560,MTOR,compound,5.0,0.462,0.536,8,0.607,-0.026,PLATE_021,PROF_D0560_MTOR_5p0
JCP2022_RND0016,BRD4,compound,0.5,0.551,0.308,4,0.758,-0.116,PLATE_021,PROF_D0016_BRD4_0p5
JCP2022_RND0627,NDUFA9,compound,0.5,0.107,0.354,5,0.542,2.246,PLATE_003,PROF_D0627_NDUFA9_0p5
JCP2022_RND0403,BCL2,compound,5.0,0.195,0.389,4,0.729,0.038,PLATE_012,PROF_D0403_BCL2_5p0
JCP2022_TRAP_TOX,NDUFS2,compound,0.5,0.727,0.046,7,0.688,-0.317,PLATE_005,PROF_P_TOX_NDUFS2_0p5
JCP2022_RND0285,MTOR,compound,0.5,0.736,0.572,4,0.545,1.487,PLATE_024,PROF_D0285_MTOR_0p5
JCP2022_RND0528,ATP5F1A,compound,5.0,0.166,0.052,5,0.545,-0.171,PLATE_012,PROF_D0528_ATP5F1A_5p0
JCP2022_RND0725,BRD4,compound,0.5,0.424,0.468,4,0.579,0.845,PLATE_011,PROF_D0725_BRD4_0p5
JCP2022_RND0200,UQCRC1,compound,5.0,0.094,0.182,8,0.431,-0.296,PLATE_017,PROF_D0200_UQCRC1_5p0
JCP2022_RND0288,HDAC1,compound,5.0,0.301,0.244,7,0.46,1.398,PLATE_003,PROF_D0288_HDAC1_5p0
JCP2022_RND0124,MAPK1,compound,5.0,0.118,0.317,4,0.88,2.135,PLATE_013,PROF_D0124_MAPK1_5p0
JCP2022_RND0841,ATP5F1A,compound,0.5,0.437,0.084,4,0.5,-0.974,PLATE_006,PROF_D0841_ATP5F1A_0p5
JCP2022_RND0578,PIK3CA,compound,0.5,0.192,0.295,7,0.665,-1.971,PLATE_013,PROF_D0578_PIK3CA_0p5
JCP2022_RND0509,ATP5F1A,compound,0.5,0.116,0.361,7,0.891,-1.48,PLATE_013,PROF_D0509_ATP5F1A_0p5
JCP2022_RND0510,NDUFS2,compound,0.5,0.635,0.496,4,0.884,-0.277,PLATE_014,PROF_D0510_NDUFS2_0p5
JCP2022_RND0279,NDUFA9,compound,0.5,0.617,0.608,4,0.525,1.732,PLATE_015,PROF_D0279_NDUFA9_0p5
JCP2022_RND0832,HDAC1,compound,5.0,0.626,0.15,4,0.697,-0.419,PLATE_015,PROF_D0832_HDAC1_5p0
JCP2022_RND0530,BRD4,compound,5.0,0.438,0.429,6,0.871,0.327,PLATE_012,PROF_D0530_BRD4_5p0
JCP2022_RND0320,ATP5F1A,compound,5.0,0.383,0.073,7,0.502,0.382,PLATE_013,PROF_D0320_ATP5F1A_5p0
JCP2022_RND0519,PIK3CA,compound,0.5,0.641,0.478,8,0.86,0.022,PLATE_018,PROF_D0519_PIK3CA_0p5
JCP2022_RND0666,MAPK1,compound,5.0,0.416,0.385,4,0.837,-0.552,PLATE_004,PROF_D0666_MAPK1_5p0
JCP2022_RND0357,MTOR,compound,0.5,0.201,0.36,8,0.888,1.174,PLATE_019,PROF_D0357_MTOR_0p5
JCP2022_RND0502,HDAC1,compound,0.5,0.593,0.621,7,0.878,0.871,PLATE_012,PROF_D0502_HDAC1_0p5
JCP2022_RND0682,MAPK1,compound,0.5,0.35,0.557,5,0.831,-0.927,PLATE_008,PROF_D0682_MAPK1_0p5
JCP2022_RND0881,UQCRC1,compound,5.0,0.69,0.199,7,0.779,1.393,PLATE_006,PROF_D0881_UQCRC1_5p0
JCP2022_RND0218,TOMM20,compound,0.5,0.112,0.064,5,0.805,-0.27,PLATE_013,PROF_D0218_TOMM20_0p5
JCP2022_RND0798,MTOR,compound,0.5,0.427,0.376,8,0.373,1.845,PLATE_021,PROF_D0798_MTOR_0p5
JCP2022_RND0009,TP53,compound,0.5,0.34,0.348,7,0.564,1.252,PLATE_005,PROF_D0009_TP53_0p5
JCP2022_RND0290,NDUFS2,compound,0.5,0.165,0.502,7,0.378,1.515,PLATE_006,PROF_D0290_NDUFS2_0p5
JCP2022_RND0642,MTOR,compound,5.0,0.168,0.31,7,0.522,-1.519,PLATE_007,PROF_D0642_MTOR_5p0
JCP2022_RND0691,PIK3CA,compound,5.0,0.082,0.297,5,0.691,-1.733,PLATE_005,PROF_D0691_PIK3CA_5p0
JCP2022_RND0600,NDUFS2,compound,5.0,0.554,0.231,7,0.87,-0.034,PLATE_011,PROF_D0600_NDUFS2_5p0
JCP2022_RND0165,MTOR,compound,0.5,0.63,0.641,7,0.81,1.231,PLATE_001,PROF_D0165_MTOR_0p5
JCP2022_RND0141,BCL2,compound,5.0,0.683,0.129,7,0.36,1.15,PLATE_005,PROF_D0141_BCL2_5p0
JCP2022_RND0746,UQCRC1,compound,0.5,0.269,0.222,4,0.443,-1.528,PLATE_008,PROF_D0746_UQCRC1_0p5
JCP2022_RND0554,TP53,compound,0.5,0.303,0.478,5,0.875,0.168,PLATE_006,PROF_D0554_TP53_0p5
JCP2022_RND0671,TP53,compound,0.5,0.198,0.635,8,0.546,-0.735,PLATE_016,PROF_D0671_TP53_0p5
JCP2022_RND0334,HDAC1,compound,0.5,0.491,0.419,8,0.729,2.054,PLATE_005,PROF_D0334_HDAC1_0p5
JCP2022_RND0431,MAPK1,compound,5.0,0.451,0.153,5,0.808,-1.478,PLATE_019,PROF_D0431_MAPK1_5p0
JCP2022_RND0417,ATP5F1A,compound,5.0,0.6,0.049,7,0.879,0.113,PLATE_014,PROF_D0417_ATP5F1A_5p0
JCP2022_RND0034,NDUFS2,compound,5.0,0.471,0.328,7,0.678,1.142,PLATE_019,PROF_D0034_NDUFS2_5p0
JCP2022_RND0897,NDUFS2,compound,0.5,0.196,0.608,5,0.433,1.853,PLATE_021,PROF_D0897_NDUFS2_0p5
JCP2022_RND0311,BCL2,compound,5.0,0.397,0.63,5,0.432,1.171,PLATE_006,PROF_D0311_BCL2_5p0
JCP2022_RND0597,NDUFA9,compound,0.5,0.726,0.024,8,0.583,1.607,PLATE_006,PROF_D0597_NDUFA9_0p5
JCP2022_RND0762,TP53,compound,0.5,0.406,0.463,5,0.581,0.427,PLATE_018,PROF_D0762_TP53_0p5
JCP2022_RND0205,TP53,compound,0.5,0.434,0.482,7,0.773,-1.315,PLATE_001,PROF_D0205_TP53_0p5
JCP2022_RND0021,MAPK1,compound,5.0,0.274,0.562,4,0.713,-1.306,PLATE_017,PROF_D0021_MAPK1_5p0
JCP2022_RND0532,ATP5F1A,compound,0.5,0.236,0.15,6,0.693,0.934,PLATE_001,PROF_D0532_ATP5F1A_0p5
JCP2022_RND0797,TOMM20,compound,5.0,0.222,0.367,7,0.475,0.199,PLATE_009,PROF_D0797_TOMM20_5p0
JCP2022_RND0088,NDUFA9,compound,5.0,0.477,0.121,7,0.516,-1.175,PLATE_008,PROF_D0088_NDUFA9_5p0
JCP2022_RND0711,MAPK1,compound,0.5,0.524,0.389,4,0.447,0.971,PLATE_017,PROF_D0711_MAPK1_0p5
JCP2022_RND0676,BRD4,compound,5.0,0.719,0.602,7,0.778,-0.122,PLATE_018,PROF_D0676_BRD4_5p0
JCP2022_RND0454,NDUFA9,compound,0.5,0.099,0.366,5,0.655,-1.534,PLATE_009,PROF_D0454_NDUFA9_0p5
JCP2022_RND0817,BCL2,compound,0.5,0.385,0.486,7,0.706,2.121,PLATE_017,PROF_D0817_BCL2_0p5
JCP2022_RND0384,MTOR,compound,0.5,0.594,0.103,6,0.503,0.723,PLATE_021,PROF_D0384_MTOR_0p5
JCP2022_RND0870,ATP5F1A,compound,5.0,0.373,0.056,4,0.431,-2.09,PLATE_012,PROF_D0870_ATP5F1A_5p0
JCP2022_RND0610,UQCRC1,compound,5.0,0.249,0.105,7,0.771,0.638,PLATE_011,PROF_D0610_UQCRC1_5p0
JCP2022_RND0240,TOMM20,compound,0.5,0.609,0.624,6,0.433,0.957,PLATE_002,PROF_D0240_TOMM20_0p5
JCP2022_RND0314,MTOR,compound,5.0,0.224,0.625,6,0.585,2.29,PLATE_013,PROF_D0314_MTOR_5p0
JCP2022_RND0103,MTOR,compound,0.5,0.121,0.435,7,0.665,-0.12,PLATE_008,PROF_D0103_MTOR_0p5
JCP2022_RND0178,HDAC1,compound,0.5,0.482,0.502,8,0.749,-1.127,PLATE_021,PROF_D0178_HDAC1_0p5
JCP2022_RND0411,MAPK1,compound,5.0,0.203,0.586,6,0.816,-2.311,PLATE_003,PROF_D0411_MAPK1_5p0
JCP2022_RND0152,TP53,compound,5.0,0.317,0.512,7,0.529,0.284,PLATE_023,PROF_D0152_TP53_5p0
JCP2022_RND0838,NDUFS2,compound,5.0,0.139,0.508,5,0.495,0.02,PLATE_017,PROF_D0838_NDUFS2_5p0
JCP2022_RND0493,MAPK1,compound,0.5,0.372,0.156,5,0.805,-2.022,PLATE_002,PROF_D0493_MAPK1_0p5
JCP2022_RND0696,PIK3CA,compound,5.0,0.209,0.236,8,0.451,-0.541,PLATE_016,PROF_D0696_PIK3CA_5p0
JCP2022_RND0053,PIK3CA,compound,5.0,0.683,0.316,6,0.672,-0.129,PLATE_020,PROF_D0053_PIK3CA_5p0
JCP2022_RND0053,MAPK1,compound,0.5,0.6,0.347,8,0.39,-2.361,PLATE_020,PROF_D0053_MAPK1_0p5
JCP2022_RND0657,MAPK1,compound,0.5,0.244,0.494,5,0.563,-0.901,PLATE_004,PROF_D0657_MAPK1_0p5
JCP2022_RND0633,BRD4,compound,0.5,0.542,0.148,4,0.584,-0.055,PLATE_023,PROF_D0633_BRD4_0p5
JCP2022_RND0448,TP53,compound,0.5,0.524,0.314,4,0.692,1.486,PLATE_017,PROF_D0448_TP53_0p5
JCP2022_RND0102,MTOR,compound,0.5,0.138,0.455,4,0.353,0.965,PLATE_009,PROF_D0102_MTOR_0p5
JCP2022_RND0370,NDUFA9,compound,5.0,0.299,0.094,6,0.806,-2.25,PLATE_007,PROF_D0370_NDUFA9_5p0
JCP2022_RND0314,UQCRC1,compound,0.5,0.373,0.143,8,0.684,1.193,PLATE_013,PROF_D0314_UQCRC1_0p5
JCP2022_RND0763,MTOR,compound,5.0,0.091,0.187,8,0.777,0.251,PLATE_018,PROF_D0763_MTOR_5p0
JCP2022_RND0667,PIK3CA,compound,0.5,0.426,0.49,5,0.425,-1.353,PLATE_010,PROF_D0667_PIK3CA_0p5
JCP2022_RND0637,TP53,compound,0.5,0.682,0.59,4,0.524,-1.707,PLATE_006,PROF_D0637_TP53_0p5
JCP2022_RND0127,ATP5F1A,compound,0.5,0.287,0.529,8,0.411,-0.924,PLATE_017,PROF_D0127_ATP5F1A_0p5
JCP2022_RND0426,BCL2,compound,0.5,0.461,0.289,6,0.508,-0.161,PLATE_018,PROF_D0426_BCL2_0p5
JCP2022_RND0718,BRD4,compound,5.0,0.115,0.325,7,0.686,-0.332,PLATE_015,PROF_D0718_BRD4_5p0
JCP2022_RND0002,NDUFS2,compound,0.5,0.495,0.637,7,0.575,-0.339,PLATE_017,PROF_D0002_NDUFS2_0p5
JCP2022_RND0013,MAPK1,compound,5.0,0.506,0.559,5,0.398,1.274,PLATE_011,PROF_D0013_MAPK1_5p0
JCP2022_RND0361,ATP5F1A,compound,5.0,0.621,0.499,6,0.47,1.457,PLATE_011,PROF_D0361_ATP5F1A_5p0
JCP2022_RND0428,TP53,compound,5.0,0.166,0.363,5,0.547,-1.92,PLATE_003,PROF_D0428_TP53_5p0
JCP2022_RND0270,MTOR,compound,0.5,0.321,0.088,8,0.63,0.693,PLATE_001,PROF_D0270_MTOR_0p5
JCP2022_RND0343,MTOR,compound,5.0,0.446,0.589,5,0.484,-1.219,PLATE_010,PROF_D0343_MTOR_5p0
JCP2022_RND0626,MAPK1,compound,5.0,0.524,0.276,7,0.57,0.739,PLATE_008,PROF_D0626_MAPK1_5p0
JCP2022_RND0193,ATP5F1A,compound,0.5,0.724,0.04,4,0.576,2.191,PLATE_009,PROF_D0193_ATP5F1A_0p5
JCP2022_RND0566,ATP5F1A,compound,5.0,0.087,0.084,8,0.781,0.218,PLATE_016,PROF_D0566_ATP5F1A_5p0
JCP2022_RND0711,TP53,compound,0.5,0.368,0.347,8,0.432,-1.163,PLATE_017,PROF_D0711_TP53_0p5
JCP2022_RND0004,NDUFA9,compound,5.0,0.308,0.426,4,0.623,1.053,PLATE_016,PROF_D0004_NDUFA9_5p0
JCP2022_RND0103,MAPK1,compound,5.0,0.476,0.079,6,0.862,-1.891,PLATE_008,PROF_D0103_MAPK1_5p0
JCP2022_RND0694,NDUFS2,compound,5.0,0.309,0.155,7,0.427,1.569,PLATE_014,PROF_D0694_NDUFS2_5p0
JCP2022_RND0562,NDUFS2,compound,5.0,0.7,0.255,8,0.678,-1.977,PLATE_008,PROF_D0562_NDUFS2_5p0
JCP2022_RND0547,MAPK1,compound,5.0,0.48,0.559,8,0.366,1.448,PLATE_024,PROF_D0547_MAPK1_5p0
JCP2022_RND0803,MAPK1,compound,5.0,0.101,0.436,4,0.766,-0.699,PLATE_004,PROF_D0803_MAPK1_5p0
JCP2022_RND0419,TOMM20,compound,0.5,0.33,0.062,7,0.393,-0.511,PLATE_018,PROF_D0419_TOMM20_0p5
JCP2022_RND0405,HDAC1,compound,0.5,0.605,0.227,6,0.796,0.946,PLATE_004,PROF_D0405_HDAC1_0p5
JCP2022_RND0598,NDUFA9,compound,0.5,0.224,0.165,5,0.611,1.446,PLATE_020,PROF_D0598_NDUFA9_0p5
JCP2022_RND0330,MTOR,compound,0.5,0.61,0.531,6,0.827,1.23,PLATE_004,PROF_D0330_MTOR_0p5
JCP2022_RND0806,HDAC1,compound,0.5,0.599,0.533,5,0.679,-0.423,PLATE_014,PROF_D0806_HDAC1_0p5
JCP2022_RND0116,TP53,compound,0.5,0.631,0.06,6,0.351,0.023,PLATE_024,PROF_D0116_TP53_0p5
JCP2022_RND0443,HDAC1,compound,5.0,0.26,0.027,8,0.367,-1.904,PLATE_008,PROF_D0443_HDAC1_5p0
JCP2022_RND0095,BCL2,compound,0.5,0.247,0.333,8,0.582,0.405,PLATE_014,PROF_D0095_BCL2_0p5
JCP2022_RND0459,MTOR,compound,5.0,0.222,0.097,7,0.787,1.312,PLATE_003,PROF_D0459_MTOR_5p0
JCP2022_RND0126,BRD4,compound,0.5,0.113,0.192,7,0.484,-1.764,PLATE_022,PROF_D0126_BRD4_0p5
JCP2022_RND0220,BRD4,compound,5.0,0.181,0.066,4,0.53,-0.287,PLATE_021,PROF_D0220_BRD4_5p0
JCP2022_RND0457,PIK3CA,compound,5.0,0.199,0.067,6,0.604,-1.238,PLATE_021,PROF_D0457_PIK3CA_5p0
JCP2022_RND0739,UQCRC1,compound,0.5,0.142,0.643,6,0.602,-1.018,PLATE_024,PROF_D0739_UQCRC1_0p5
JCP2022_RND0521,TP53,compound,5.0,0.387,0.119,4,0.559,-1.976,PLATE_005,PROF_D0521_TP53_5p0
JCP2022_RND0471,UQCRC1,compound,0.5,0.664,0.495,6,0.76,-2.153,PLATE_019,PROF_D0471_UQCRC1_0p5
JCP2022_RND0843,ATP5F1A,compound,5.0,0.359,0.141,6,0.671,0.957,PLATE_001,PROF_D0843_ATP5F1A_5p0
JCP2022_RND0664,BCL2,compound,0.5,0.51,0.1,5,0.56,0.992,PLATE_009,PROF_D0664_BCL2_0p5
JCP2022_RND0261,ATP5F1A,compound,0.5,0.368,0.104,8,0.73,1.658,PLATE_022,PROF_D0261_ATP5F1A_0p5
JCP2022_RND0754,UQCRC1,compound,5.0,0.526,0.329,6,0.599,1.794,PLATE_018,PROF_D0754_UQCRC1_5p0
JCP2022_RND0482,PIK3CA,compound,0.5,0.433,0.297,6,0.454,-0.56,PLATE_011,PROF_D0482_PIK3CA_0p5
JCP2022_RND0276,MTOR,compound,0.5,0.466,0.435,5,0.686,-0.819,PLATE_022,PROF_D0276_MTOR_0p5
JCP2022_RND0289,ATP5F1A,compound,0.5,0.144,0.21,5,0.443,0.579,PLATE_018,PROF_D0289_ATP5F1A_0p5
JCP2022_RND0154,BCL2,compound,5.0,0.212,0.569,7,0.387,0.068,PLATE_020,PROF_D0154_BCL2_5p0
JCP2022_RND0379,NDUFA9,compound,0.5,0.399,0.499,5,0.496,-0.758,PLATE_004,PROF_D0379_NDUFA9_0p5
JCP2022_RND0117,BRD4,compound,0.5,0.596,0.639,7,0.512,-0.293,PLATE_022,PROF_D0117_BRD4_0p5
JCP2022_RND0742,PIK3CA,compound,5.0,0.152,0.181,5,0.466,1.154,PLATE_004,PROF_D0742_PIK3CA_5p0
JCP2022_RND0062,MAPK1,compound,5.0,0.366,0.539,4,0.806,-0.787,PLATE_014,PROF_D0062_MAPK1_5p0
